,50_50,bad_behaviour_card,ball_receipt_outcome,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
6,,,,,,,,,,,,,,,,,,1.960408,,,,,,,,,,,,,,1bed9ec9-1af9-4570-a620-8aab3469a6dd,5,,"[60.0, 40.0]",3895134,0,,,,2.980605,,Right Foot,,,,"[36.6, 43.8]",,Ground Pass,23.70654,,,,,Kevin Vogt,8397.0,,,,,,Kick Off,1,From Kick Off,Maximilian Beier,35242.0,Left Center Forward,2,Hoffenheim,175,['50dad646-a7c1-450b-8a63-2e2fd90b3cd1'],0,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.991,Pass,
7,,,,,,,,,,,,,,,,,,1.388029,,,,,,,,,,,,,,6acfcb07-7343-4821-aa28-a91f66140043,8,,"[35.8, 42.9]",3895134,0,,,,-1.5707964,,Right Foot,,,,"[35.8, 40.5]",,Ground Pass,2.4,,,,,Kevin Akpoguma,13292.0,,,,,,,1,From Kick Off,Kevin Vogt,8397.0,Center Back,2,Hoffenheim,175,['0195cc34-10dc-41e9-ada9-e853f9c16f02'],2,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:02.954,Pass,
8,,,,,,,,,,,,,,,,,,5.969534,,,,,,,,,,,,,,5342ea84-0732-454a-9551-8bc9fbe70d05,10,,"[35.8, 40.5]",3895134,0,,,,0.32840234,,Right Foot,,,,"[116.8, 68.1]",,High Pass,85.57313,,,Incomplete,,Wout Weghorst,7829.0,,,,,,,1,From Kick Off,Kevin Akpoguma,13292.0,Left Center Back,2,Hoffenheim,175,"['174d1bd5-23b1-403b-b417-fc59eab9339c', '7604592e-b68b-4f0b-a7ff-eca7a0e2440b']",4,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:04.342,Pass,
9,,,,,,,,,,,,,,,,,,0.978695,,,,,,,,,,,,,,897c5f7a-b611-400d-a4bd-546cbba4e897,15,,"[1.9, 13.4]",3895134,0,,,,0.8562471,,Left Foot,,,,"[9.1, 21.7]",,Low Pass,10.9877205,,,,,Edmond Fayçal Tapsoba,30606.0,,,,,,,1,Regular Play,Alejandro Grimaldo García,10336.0,Left Wing Back,3,Bayer Leverkusen,904,"['635f9e3a-22a3-4328-aa0d-299e2244750f', '74e102e0-b7bc-4d69-a21b-fe814eb02b6e']",10,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:10.962,Pass,True
10,,,,,,,,,,,,,,,,,,3.892265,,,,,,,,,,,,,,c55ee278-e7d5-4f2f-aaf9-1d7e71c7ee6f,19,,"[8.3, 25.4]",3895134,0,,,,0.5487411,,Right Foot,,,,"[50.5, 51.2]",,High Pass,49.461906,,,Incomplete,,,,,,,,,,1,Regular Play,Edmond Fayçal Tapsoba,30606.0,Left Center Back,3,Bayer Leverkusen,904,"['01867a27-4aa7-42ac-ab96-6d7f49d8dcb8', 'b2aa3ef3-18c5-47bb-8d2b-ae0489efea39']",12,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:12.952,Pass,True
11,,,,,,,,,,,,,,,,,,1.808769,,,,,,,,,,,,,,b2aa3ef3-18c5-47bb-8d2b-ae0489efea39,20,,"[69.6, 28.9]",3895134,0,,,,0.047583103,,Head,,,,"[92.7, 30.0]",,High Pass,23.126175,,,Incomplete,,Marius Bülter,9133.0,,,,,,Recovery,1,Regular Play,Kevin Akpoguma,13292.0,Left Center Back,3,Bayer Leverkusen,904,"['415243ce-3849-4896-9be1-75365ad90b78', 'c55ee278-e7d5-4f2f-aaf9-1d7e71c7ee6f', 'f9096f10-3921-40be-bcaa-d7439f4bef6c']",16,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:16.844,Pass,
12,,,,,,,,,,,,,,,,,,1.14443,,,,,,,,,,,,,,f9096f10-3921-40be-bcaa-d7439f4bef6c,22,,"[27.4, 50.1]",3895134,0,,,,-0.055842504,,Head,,,,"[43.5, 49.2]",,High Pass,16.125135,,,,,Jonas Hofmann,8804.0,,,,,,Recovery,1,Regular Play,Jonathan Tah,8221.0,Center Back,3,Bayer Leverkusen,904,"['61c008f9-cf5c-4ebe-ae27-f5ee5b22c150', 'b2aa3ef3-18c5-47bb-8d2b-ae0489efea39']",18,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:18.653,Pass,
13,,,,,,,,,,,,,,,,,,1.767494,,,,,,,,,,,,,,fbeffccf-f6ec-4792-812e-6aa5f8535b6c,25,,"[43.5, 49.2]",3895134,0,,,,-0.49074942,,Right Foot,,,,"[56.6, 42.2]",,High Pass,14.852946,,,,,Victor Okoh Boniface,32289.0,,,,,,,1,Regular Play,Jonas Hofmann,8804.0,Right Attacking Midfield,3,Bayer Leverkusen,904,['a4cf9a70-b481-4b49-9ce1-ca29ff7c506e'],19,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:19.843,Pass,
14,,,,,,,,,,,,,,,,,,1.511852,,,,,,,,,,,,,,2b8248b7-ca1e-4b25-8019-43dcd354312b,29,,"[71.4, 52.6]",3895134,0,,,,0.77076507,,Right Foot,,,,"[92.2, 72.8]",,Ground Pass,28.994482,,,,,Jeremie Frimpong,32712.0,,,,,,,1,Regular Play,Victor Okoh Boniface,32289.0,Center Forward,3,Bayer Leverkusen,904,['3e22029c-1ffc-479a-8824-66a065a2fdf6'],25,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:25.657,Pass,
15,,,,,,,,,,,,,,,,,,1.761878,,,,,,,,,,,,,,263393dd-6b86-4b3d-b4d4-08e19a071251,32,,"[99.5, 72.8]",3895134,0,,,,-1.0502155,,Right Foot,True,,,"[116.7, 42.8]",,High Pass,34.58092,,,Incomplete,,Florian Wirtz,40724.0,,,,,,,1,Regular Play,Jeremie Frimpong,32712.0,Right Wing Back,3,Bayer Leverkusen,904,"['9351a75c-1c91-4205-b38c-4875eb4ab288', 'b1ebe5e7-8980-4421-b068-c1b1a36c650d']",29,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:29.053,Pass,
16,,,,,,,,,,,,,,,,,,2.048966,,,,,,,,,,,,,,0ada3c93-0dea-44b3-838b-308d7032cb53,36,,"[7.0, 38.7]",3895134,0,,,,-1.8076451,,Right Foot,,,,"[4.2, 27.1]",,Ground Pass,11.933147,,,,,Kevin Vogt,8397.0,,,,,,,1,Regular Play,Oliver Baumann,8393.0,Goalkeeper,4,Hoffenheim,175,['6bfc5905-fd3d-4a0f-8dd4-e66a22373576'],43,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:43.497,Pass,
17,,,,,,,,,,,,,,,,,,1.675286,,,,,,,,,,,,,,cda89eb4-2a08-49d3-b303-e8d036641f46,39,,"[15.9, 44.8]",3895134,0,,,,1.4539837,,Left Foot,,,,"[18.2, 64.4]",,Ground Pass,19.734488,,,,,Ozan Muhammed Kabak,20770.0,,,,,,,1,Regular Play,Kevin Vogt,8397.0,Center Back,4,Hoffenheim,175,['868c8013-7306-466b-93e7-217812448fd5'],49,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:49.881,Pass,
18,,,,,,,,,,,,,,,,,,2.122458,,,,,,,,,,,,,,0138382f-c7f1-453f-a804-e83d80388701,43,,"[19.7, 68.3]",3895134,0,,,,-0.20846522,,Right Foot,,,,"[56.1, 60.6]",,High Pass,37.20551,,,,,Wout Weghorst,7829.0,,,,,,,1,Regular Play,Ozan Muhammed Kabak,20770.0,Right Center Back,4,Hoffenheim,175,['f410a2e4-a20a-4740-9789-df374ad99354'],52,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:52.544,Pass,
19,,,,,,,,,,,,,,,,,,1.898275,,,,,,,,,,,,,,ded4b97c-05de-492d-afdf-293ace2b3224,45,,"[56.1, 60.6]",3895134,0,,,,-1.4968573,,Right Foot,,,,"[56.7, 52.5]",,Low Pass,8.122191,,,Incomplete,,Finn Ole Becker,24845.0,,,,,,,1,Regular Play,Wout Weghorst,7829.0,Right Center Forward,4,Hoffenheim,175,"['c0a6ff18-bef9-4da4-a93d-df405de515ca', 'd38e730e-330c-42a9-8889-f2b613aae2a5']",54,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:54.667,Pass,
20,,,,,,,,,,,,,,,,,,1.246877,,,,,,,,,,,,,,c0a6ff18-bef9-4da4-a93d-df405de515ca,48,,"[63.4, 27.6]",3895134,0,,,,-2.2597208,,Left Foot,,,,"[55.0, 17.4]",,Ground Pass,13.21363,,,,,Edmond Fayçal Tapsoba,30606.0,,,,,,Recovery,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,5,Bayer Leverkusen,904,"['43c4c705-3da0-414e-b853-cb075fc6bc69', 'ded4b97c-05de-492d-afdf-293ace2b3224', 'f90ccdda-1623-4c46-83d7-a93b10bbb095']",56,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:56.565,Pass,True
21,,,,,,,,,,,,,,,,,,2.652422,,,,,,,,,,,,,,5674247a-ead4-4a96-bd38-ef2319eecf34,52,,"[49.0, 8.0]",3895134,0,,,,2.5920863,,Right Foot,,,,"[15.2, 28.7]",,Ground Pass,39.63496,,,,,Lukáš Hrádecký,8667.0,,,,,,,1,Regular Play,Edmond Fayçal Tapsoba,30606.0,Left Center Back,5,Bayer Leverkusen,904,"['129ff6d0-9863-49c1-8dba-874870c239f0', 'cf6f40da-1c9d-4066-80cc-915eb4f227de']",59,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:59.561,Pass,True
22,,,,,,,,,,,,,,,,,,1.215911,,,,,,,,,,,,,,061e0628-68ad-4a80-b7f9-013270c622e6,54,,"[15.2, 28.7]",3895134,1,,,,1.1969388,,Left Foot,,,,"[25.4, 54.7]",,Ground Pass,27.929195,,,,,Odilon Kossonou,27133.0,,,,,,,1,Regular Play,Lukáš Hrádecký,8667.0,Goalkeeper,5,Bayer Leverkusen,904,['462b9630-76bb-4eb7-8af1-c70d7cd3c9b6'],2,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:02.213,Pass,
23,,,,,,,,,,,,,,,,,,1.723876,,,,,,,,,,,,,,4842b3ff-23c6-47cf-8c16-3e48a1cd8d1f,58,,"[27.2, 56.2]",3895134,1,,,,-0.56784403,,Right Foot,,,,"[33.0, 52.5]",,Ground Pass,6.87968,,,,,Granit Xhaka,3500.0,,,,,,,1,Regular Play,Odilon Kossonou,27133.0,Right Center Back,5,Bayer Leverkusen,904,"['0cd25412-a43a-4f1f-a330-290560bd0864', '25afa92b-9c66-4495-9ab0-db38372482b3']",4,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:04.155,Pass,True
24,,,,,,,,,,,,,,,,,,1.410678,,,,,,,,,,,,,,a29483ce-323c-439b-a556-c452ba8e3740,61,,"[34.1, 54.0]",3895134,1,,,,1.1964628,,Right Foot,,,,"[42.9, 76.4]",,Ground Pass,24.066574,,,,,Jeremie Frimpong,32712.0,,,,,,,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,5,Bayer Leverkusen,904,"['8d43c287-36a4-460e-a406-9a814d3e200f', '969e6e2a-a707-4254-a316-0c56fe2e1401']",5,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:05.879,Pass,True
25,,,,,,,,,,,,,,,,,,1.257206,,,,,,,,,,,,,,b11c6b88-fb5e-40e2-bf63-fdf423948d08,65,,"[43.1, 78.1]",3895134,1,,,,-0.17759617,,Right Foot,,,,"[62.6, 74.6]",,Ground Pass,19.811613,,,,,Jonas Hofmann,8804.0,,,,,,,1,Regular Play,Jeremie Frimpong,32712.0,Right Wing Back,5,Bayer Leverkusen,904,"['703eb940-4760-476a-8e93-15095c5c61ae', 'bd92c3a1-9dc9-4b79-bb47-cf45e3d7bb5c']",8,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:08.123,Pass,True
26,,,,,,,,,,,,,,,,,,1.428225,,,,,,,,,,,,,,6391b46f-de24-49c6-bb62-a2ec65d9499b,69,,"[63.0, 73.6]",3895134,1,,,,-1.5111656,,Left Foot,,,True,"[63.4, 66.9]",,Ground Pass,6.71193,,,,,Jeremie Frimpong,32712.0,,,,,,,1,Regular Play,Jonas Hofmann,8804.0,Right Attacking Midfield,5,Bayer Leverkusen,904,"['080735a9-1e68-4c36-addb-696097f34cad', '281fd3ce-e8df-441f-8cfd-a07364810af5']",9,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:09.429,Pass,True
27,,,,,,,,,,,,,,,,,,0.993644,,,,,,,,,,,,,,8591e32d-b0d5-4d52-99c1-f6f01c29e65c,74,,"[31.6, 0.1]",3895134,1,,,,0.5404195,,,,,,"[40.6, 5.5]",,Low Pass,10.495713,,,,,Grischa Prömel,9159.0,,,,,,Throw-in,1,From Throw In,Marius Bülter,9133.0,Left Wing Back,6,Hoffenheim,175,['d661cba6-658b-499f-805a-039b315ddbd1'],33,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:33.531,Pass,
28,,,,,,,,,,,,,,,,,,0.857326,,,,,,,,,,,,,,292d775e-e7f6-4184-a905-16b5d63af2ad,77,,"[37.6, 4.8]",3895134,1,,,,-2.4783897,,Right Foot,,,,"[34.4, 2.3]",,Low Pass,4.060788,,,,,Marius Bülter,9133.0,,,,,,,1,From Throw In,Grischa Prömel,9159.0,Left Center Midfield,6,Hoffenheim,175,['8a11b84c-28ad-45df-b47d-888026d081da'],34,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:34.698,Pass,
29,,,,,,,,,,,,,,,,,,4.43626,,,,,,,,,,,,,,3742c998-92f6-475b-84cb-66d216cbb7b9,80,,"[34.9, 2.3]",3895134,1,,,,0.17746116,,Right Foot,,,,"[90.1, 12.2]",,High Pass,56.080746,,,Incomplete,,Wout Weghorst,7829.0,,,,,,,1,From Throw In,Marius Bülter,9133.0,Left Wing Back,6,Hoffenheim,175,"['0e820704-1d4e-443f-a7a5-d4851762f39a', '17827804-f674-473a-902e-f330c076c8c1', '7fae2d6a-026a-49ee-96da-30429e822d18']",35,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:35.555,Pass,True
30,,,,,,,,,,,,,,,,,,2.4184,,,,,,,,,,,,,,17827804-f674-473a-902e-f330c076c8c1,83,,"[30.0, 67.9]",3895134,1,,,,-2.6704264,,Left Foot,,,,"[3.5, 54.4]",,Low Pass,29.740545,,,,,Lukáš Hrádecký,8667.0,,,,,,Recovery,1,Regular Play,Jonathan Tah,8221.0,Center Back,7,Bayer Leverkusen,904,"['3742c998-92f6-475b-84cb-66d216cbb7b9', '55dbbd79-e70f-447c-ab7a-e41b1498ac79', '6a114c66-3879-45e7-a3f1-7127dc522348']",39,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:39.991,Pass,True
31,,,,,,,,,,,,,,,,,,2.480124,,,,,,,,,,,,,,cfe7d394-f3bb-49eb-84d0-499aabcfe0e2,86,,"[2.4, 53.4]",3895134,1,,,,0.8768455,,Right Foot,,,,"[23.2, 78.4]",,Ground Pass,32.521378,,,,,Odilon Kossonou,27133.0,,,,,,,1,Regular Play,Lukáš Hrádecký,8667.0,Goalkeeper,7,Bayer Leverkusen,904,"['0f7c0920-c2ab-4b17-823a-d1b6604457e9', 'ec34c8e8-e439-417d-be80-dee7a13d9afe']",42,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:42.410,Pass,True
32,,,,,,,,,,,,,,,,,,1.292717,,,,,,,,,,,,,,343a3699-95eb-48de-a123-f751839fa5d5,90,,"[22.3, 78.4]",3895134,1,,,,-0.42027518,,Right Foot,,,,"[44.9, 68.3]",,Ground Pass,24.754192,,,Incomplete,,Victor Okoh Boniface,32289.0,,,,,,,1,Regular Play,Odilon Kossonou,27133.0,Right Center Back,7,Bayer Leverkusen,904,"['27646fac-073e-4ef6-b37d-d3e1d12fadff', '5d93f9ec-dd62-4143-b88c-53cf9db42807', '9e3511f7-13cb-4b3c-9f7e-5a70e1446bcb']",46,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:46.425,Pass,True
33,,,,,,,,,,,,,,,,,,0.824189,,,,,,,,,,,,,,171eff5b-4437-41ee-927f-e533939b451c,96,,"[97.4, 5.3]",3895134,1,,,,-0.48447794,,Right Foot,,,,"[103.1, 2.3]",,Ground Pass,6.441273,,,,,Maximilian Beier,35242.0,,,,,,,1,Regular Play,Marius Bülter,9133.0,Left Wing Back,8,Hoffenheim,175,"['0186c979-505b-41c3-9b8e-6bb584c2d354', '3d4305d7-c8f8-4354-b310-21e2b727b442']",54,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:54.865,Pass,True
34,,,,,,,,,,,,,,,,,,0.516632,,,,,,,,,,,,,,bc78e1b9-5446-43ae-a64a-472f49fcc426,100,,"[117.0, 3.4]",3895134,2,,,,1.4801364,,Right Foot,,,,"[117.3, 6.7]",,Ground Pass,3.3136084,,,Incomplete,,Marius Bülter,9133.0,,,,,,,1,Regular Play,Maximilian Beier,35242.0,Left Center Forward,8,Hoffenheim,175,"['5eedec80-f645-4cfb-aa12-58c2d9e4aa76', '7668f311-474c-4a09-ba73-976cb6e622e9', 'd486aa6d-6028-4a09-817b-504a539439c0']",5,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:02:05.020,Pass,True
35,,,,,,,,,,,,,,,,,,1.639802,,,,,,,,,,,,,,14769c8b-1ce7-4a1a-9280-f86fcb3970c4,103,,"[110.1, 0.1]",3895134,2,,,,0.98805684,,,,,,"[118.8, 13.3]",,Low Pass,15.809175,,,,,Grischa Prömel,9159.0,,,,,,Throw-in,1,From Throw In,Marius Bülter,9133.0,Left Wing Back,9,Hoffenheim,175,['b72e24dd-2850-4c5f-8d96-f16624b518cd'],24,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:02:24.221,Pass,
36,,,,,,,,,,,,,,,,,,1.409266,,,,,,,,,,,,,,d5778bdf-d6e5-4a9e-98d0-307cefd0aa3a,106,,"[117.3, 11.9]",3895134,2,,,,3.1145723,,Right Foot,,,,"[106.2, 12.2]",,High Pass,11.1040535,,,,,Kevin Akpoguma,13292.0,,,,,,,1,From Throw In,Grischa Prömel,9159.0,Left Center Midfield,9,Hoffenheim,175,"['274e4c69-0479-4360-8935-b4b883d351bd', '3bac1e29-591a-46c6-b1a0-98c8ce30328e']",25,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:02:25.860,Pass,True
37,,,,,,,,,,,,,,,,,,1.353732,,,,,,,,,,,,,,a4c1b81e-781e-4d08-83a5-c54a57580b62,109,,"[111.2, 13.2]",3895134,2,,,,1.5954068,,Left Foot,True,,,"[110.4, 45.7]",,High Pass,32.509846,,,Incomplete,,,,,,,,,,1,From Throw In,Kevin Akpoguma,13292.0,Left Center Back,9,Hoffenheim,175,['e9b560c1-2ff1-4cfc-b6b6-f593904510c4'],28,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:02:28.330,Pass,
38,,,,,,,,,,,,,,,,,,1.597796,,,,,,,,,,,,,,d6c0e2f9-eb69-40e7-bd64-4657105044bb,114,,"[64.4, 74.6]",3895134,2,,,,-1.2125877,,Right Foot,,,,"[79.0, 35.6]",,Ground Pass,41.643246,,,Incomplete,,Florian Wirtz,40724.0,,,,,,,1,From Throw In,Jonas Hofmann,8804.0,Right Attacking Midfield,9,Hoffenheim,175,"['10ac3bc0-892c-4260-9e07-97c22aef1ce2', '3527c8c9-9a06-4440-b7e7-cbed73e892a4', 'fdd7141d-e8fc-4721-8aba-a514a2ffc07f']",36,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:36.542,Pass,True
39,,,,,,,,,,,,,,,,,,3.767196,,,,,,,,,,,,,,3527c8c9-9a06-4440-b7e7-cbed73e892a4,116,,"[41.1, 44.5]",3895134,2,,,,-2.5627642,,Left Foot,,,,"[8.2, 23.0]",,Ground Pass,39.302162,,,,,Oliver Baumann,8393.0,,,,,,Recovery,1,From Throw In,Robert Skov,16294.0,Right Wing Back,9,Hoffenheim,175,"['582ed7de-ab5b-451f-8522-5fb5ae535956', 'd6c0e2f9-eb69-40e7-bd64-4657105044bb']",38,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:02:38.140,Pass,
40,,,,,,,,,,,,,,,,,,3.815163,,,,,,,,,,,,,,b189c791-b3b6-41a5-8c6f-69ddcdbef563,119,,"[8.8, 22.4]",3895134,2,,,,-0.0035523828,,Left Foot,,,,"[65.1, 22.2]",,High Pass,56.300354,,,Incomplete,,Maximilian Beier,35242.0,,,,,,,1,From Throw In,Oliver Baumann,8393.0,Goalkeeper,9,Hoffenheim,175,"['2be38728-ebc2-4ed8-9349-08fb1a446d3d', '43e45598-d200-443f-abc6-cfe05b9bd39e']",41,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:02:41.907,Pass,
41,,,,,,,,,,,,,,,,,,0.826404,,,,,,,,,,,,,,2be38728-ebc2-4ed8-9349-08fb1a446d3d,121,,"[55.0, 57.9]",3895134,2,,,,-0.24768136,,Other,,,,"[63.7, 55.7]",,Low Pass,8.973851,,,,,Granit Xhaka,3500.0,,,,,,Recovery,1,From Throw In,Odilon Kossonou,27133.0,Right Center Back,9,Hoffenheim,175,"['8df36443-cd0c-4c4b-945b-238b9dcfccf6', 'b189c791-b3b6-41a5-8c6f-69ddcdbef563']",45,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:45.722,Pass,
42,,,,,,,,,,,,,,,,,,0.375643,,,,,,,,,,,,,,7d119d9d-15cd-4187-bf0c-04237164d654,123,,"[63.7, 55.7]",3895134,2,,,,3.0324392,,Left Foot,,,,"[56.4, 56.5]",,Low Pass,7.3437047,,,Incomplete,,Odilon Kossonou,27133.0,,,,,,,1,From Throw In,Granit Xhaka,3500.0,Left Defensive Midfield,9,Hoffenheim,175,"['550e6f49-307b-4008-b27e-bcfde346348b', '79d30816-809f-49d3-987f-4faa3bf7a1c4']",46,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:46.549,Pass,
43,,,,,,,,,,,,,,,,,,0.85472,,,,,,,,,,,,,,58645ad5-803a-40d3-b885-386ac9453114,127,,"[64.1, 31.0]",3895134,2,,,,-2.4980915,,Right Foot,,,,"[58.5, 26.8]",,Ground Pass,7.0,,,,,Grischa Prömel,9159.0,,,,,,Recovery,1,From Throw In,Wout Weghorst,7829.0,Right Center Forward,9,Hoffenheim,175,"['07e5b410-f76a-4d08-906e-11df937853e0', '9b0cfa5a-46f9-4e02-8b87-ff17adc27e73']",48,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:02:48.322,Pass,True
44,,,,,,,,,,,,,,,,,,0.94088,,,,,,,,,,,,,,d6f4facf-d6c5-479a-a242-3e7c6a56f2da,130,,"[58.2, 29.1]",3895134,2,,,,1.5980623,,Right Foot,,,,"[57.9, 40.1]",,Ground Pass,11.00409,,,,,Finn Ole Becker,24845.0,,,,,,,1,From Throw In,Grischa Prömel,9159.0,Left Center Midfield,9,Hoffenheim,175,['53b7d815-60a3-44ab-b5b2-d8a2c44480a8'],49,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:02:49.759,Pass,
45,,,,,,,,,,,,,,,,,,1.013601,,,,,,,,,,,,,,1d5f5ff9-6eb3-47d2-ab94-85adf59fd095,133,,"[68.7, 32.3]",3895134,2,,,,-2.824768,,Right Foot,,,,"[62.6, 30.3]",,Ground Pass,6.4195013,,,,,Anton Stach,48644.0,,,,,,,1,From Throw In,Finn Ole Becker,24845.0,Right Center Midfield,9,Hoffenheim,175,['d6bac1a1-39d6-4af3-a612-6c6dbf5fe3d8'],55,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:02:55.277,Pass,
46,,,,,,,,,,,,,,,,,,1.186204,,,,,,,,,,,,,,13db24a6-54a1-4128-b849-34abbfa6a033,136,,"[63.7, 26.7]",3895134,2,,,,-1.8399638,,Right Foot,,,,"[61.3, 18.0]",,Ground Pass,9.024965,,,,,Kevin Akpoguma,13292.0,,,,,,,1,From Throw In,Anton Stach,48644.0,Center Defensive Midfield,9,Hoffenheim,175,['0922375c-4057-4ee6-b465-7120e7f9c5f9'],57,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:02:57.177,Pass,
47,,,,,,,,,,,,,,,,,,0.945264,,,,,,,,,,,,,,5d8be6a9-6302-4807-8a3e-a7bd66fc5a8f,139,,"[61.3, 17.4]",3895134,2,,,,-0.020975944,,Right Foot,,,,"[75.6, 17.1]",,Ground Pass,14.303146,,,,,Grischa Prömel,9159.0,,,,,,,1,From Throw In,Kevin Akpoguma,13292.0,Left Center Back,9,Hoffenheim,175,['56932336-971a-40ac-acc7-cf59075f7016'],58,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:02:58.966,Pass,
48,,,,,,,,,,,,,,,,,,1.044557,,,,,,,,,,,,,,c0b209ae-f457-4674-9ae3-0af7ad9f2d3f,142,,"[74.9, 17.2]",3895134,2,,,,2.0210218,,Right Foot,,,,"[72.0, 23.2]",,Ground Pass,6.664083,,,,,Anton Stach,48644.0,,,,,,,1,From Throw In,Grischa Prömel,9159.0,Left Center Midfield,9,Hoffenheim,175,"['120cb6f0-3272-4776-bf35-fcf9b9aaad6c', '5b15f1f4-1a93-422b-a54a-cc1023063d24']",59,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:02:59.911,Pass,True
49,,,,,,,,,,,,,,,,,,0.770402,,,,,,,,,,,,,,042baed2-4954-4e1c-9809-b45f3dac9ed8,144,,"[71.8, 23.2]",3895134,3,,,,-0.32175055,,Right Foot,,,,"[83.5, 19.3]",,Ground Pass,12.332883,,,Incomplete,,Maximilian Beier,35242.0,,,,,,,1,From Throw In,Anton Stach,48644.0,Center Defensive Midfield,9,Hoffenheim,175,"['3d09929e-e60f-480a-b4f0-43b30e530c8e', 'a3246662-a95a-484e-87d7-9e80a6503af2']",0,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:03:00.956,Pass,
50,,,,,,,,,,,,,,,,,,0.981288,,,,,,,,,,,,,,5d1af995-e716-4c97-9756-592811556791,149,,"[41.7, 50.5]",3895134,3,,,,-0.63527566,,Left Foot,,,,"[55.4, 40.4]",,Ground Pass,17.020576,,,,,Florian Wirtz,40724.0,,,,,,,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,10,Bayer Leverkusen,904,['fea932e4-e337-47ad-ad83-3818b34221af'],3,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:03:03.350,Pass,
