,50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
6,,,,,,,,,,,,,,,,,1.274192,,,,,,,,,,,,,,69bdfb9b-ba46-41c8-814a-98f0a43c6501,5,,"[61.0, 40.1]",3895060,0,,,,,2.8357139,,Right Foot,,,,"[40.1, 46.7]",,Ground Pass,,21.917345,,,Ko Itakura,29595.0,,,,,Kick Off,1,From Kick Off,Alassane Pléa,3230.0,Left Wing,2,Borussia Mönchengladbach,185,['ceaa47dd-e3bf-4016-ade0-ed3d54afe971'],0,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:00.725,Pass,
7,,,,,,,,,,,,,,,,,2.844089,,,,,,,,,,,,,,748f1afc-2300-4252-bc9b-f161b5e7c6ef,8,,"[39.9, 46.7]",3895060,0,,,,,0.12765454,,Right Foot,,,,"[92.1, 53.4]",,High Pass,,52.628223,Incomplete,,Tomáš Čvančara,45567.0,,,,,,1,From Kick Off,Ko Itakura,29595.0,Center Back,2,Borussia Mönchengladbach,185,"['33fdf203-b847-4fa5-9021-5f1875717796', 'c744951c-c660-4c83-8083-049bf85c8cbd']",3,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:03.462,Pass,
8,,,,,,,,,,,,,,,,,1.103374,,,,,,,,,,,,,,316981db-6e7f-44a0-999e-b56d5da36fd6,16,,"[48.2, 27.8]",3895060,0,,,,,3.100799,,Right Foot,,,,"[33.5, 28.4]",,Low Pass,,14.71224,,,Edmond Fayçal Tapsoba,30606.0,,,,,,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,3,Bayer Leverkusen,904,"['4c6fb264-6641-4514-9dfb-96a0f17f3899', 'b767f8cf-4d2d-45c2-befd-2acd1c356621']",12,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:12.062,Pass,True
9,,,,,,,,,,,,,,,,,0.977504,,,,,,,,,,,,,,5ea481e0-e6e1-4897-b6e0-78445211ad3d,19,,"[36.2, 28.9]",3895060,0,,,,,-1.2508541,,Right Foot,,,,"[41.7, 12.3]",,Ground Pass,,17.487425,,,Exequiel Alejandro Palacios,28268.0,,,,,,1,Regular Play,Edmond Fayçal Tapsoba,30606.0,Left Center Back,3,Bayer Leverkusen,904,['90ec0daf-d61f-4501-ab28-c24d33c3ac5f'],20,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:20.177,Pass,
10,,,,,,,,,,,,,,,,,1.100094,,,,,,,,,,,,,,11e909cf-1292-4ff6-877b-047271284066,23,,"[46.9, 10.8]",3895060,0,,,,,2.6578135,,Right Foot,,,,"[35.1, 17.0]",,Ground Pass,,13.329666,,,Edmond Fayçal Tapsoba,30606.0,,,,,,1,Regular Play,Exequiel Alejandro Palacios,28268.0,Right Defensive Midfield,3,Bayer Leverkusen,904,"['9f680d72-f947-4b6e-a483-04e6cb981cf5', 'b718de1e-9955-427d-a714-9612b515b37f']",24,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:24.083,Pass,True
11,,,,,,,,,,,,,,,,,1.385777,,,,,,,,,,,,,,92c1b7bb-eaee-47f1-bb28-3688ba247c98,26,,"[50.3, 36.3]",3895060,0,,,,,-1.2342594,,Right Foot,,,,"[61.6, 4.0]",,Ground Pass,,34.219585,,,Exequiel Alejandro Palacios,28268.0,,,,,,1,Regular Play,Edmond Fayçal Tapsoba,30606.0,Left Center Back,3,Bayer Leverkusen,904,['d8bafa86-623c-428c-b507-6da8d83df984'],34,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:34.447,Pass,
12,,,,,,,,,,,,,,,,,0.91588,,,,,,,,,,,,,,90e3b280-77a2-42f8-80a1-789498a383d1,30,,"[70.0, 6.1]",3895060,0,,,,,0.43163884,,Right Foot,,,,"[86.5, 13.7]",,Ground Pass,,18.166178,,,Alejandro Grimaldo García,10336.0,,,,,,1,Regular Play,Exequiel Alejandro Palacios,28268.0,Right Defensive Midfield,3,Bayer Leverkusen,904,"['26deaac5-4c1c-429d-bc3b-a714e513cc0c', 'cea8c7fe-1b2f-4beb-9b6b-0c11f999b909']",39,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:39.080,Pass,True
13,,,,,,,,,,,,,,,,,0.57387,,,,,,,,,,,,,,b20d045a-73cb-4eab-8dfc-bc07269ce986,34,,"[87.1, 9.7]",3895060,0,,,,,-2.2062492,,Left Foot,,,,"[81.2, 1.7]",,Ground Pass,,9.940322,,,Victor Okoh Boniface,32289.0,,,,,,1,Regular Play,Alejandro Grimaldo García,10336.0,Left Wing Back,3,Bayer Leverkusen,904,"['998ca3a4-a5cc-4a15-9c36-122431d2f843', 'e435a0b9-4c8a-4470-b59a-5ec58d706789']",41,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:41.000,Pass,True
14,,,,,,,,,,,,,,,,,0.710761,,,,,,,,,,,,,,d4bf08dc-9205-4261-8876-566102e23931,37,,"[81.2, 1.7]",3895060,0,,,,,0.94992065,,Right Foot,,,,"[92.0, 16.8]",,Ground Pass,,18.56475,,,Florian Wirtz,40724.0,,,,,,1,Regular Play,Victor Okoh Boniface,32289.0,Center Forward,3,Bayer Leverkusen,904,['747510a6-98ed-4a69-9400-5617988abdfa'],41,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:41.612,Pass,
15,,,,,,,,,,,,,,,,,1.116327,,,,,,,,,,,,,,244fd2c8-b53e-4e9e-8f15-a3d4fc996e95,41,,"[91.8, 16.4]",3895060,0,,,,,-2.427502,,Right Foot,,,,"[84.3, 9.9]",,Ground Pass,,9.924717,,,Victor Okoh Boniface,32289.0,,,,,,1,Regular Play,Florian Wirtz,40724.0,Left Wing,3,Bayer Leverkusen,904,"['65a00927-90a1-4c33-a35c-363da5bcaaeb', 'e2b37f00-81ce-493d-9f04-3b60b2d08ff3']",42,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:42.468,Pass,True
16,,,,,,,,,,,,,,,,,1.450158,,,,,,,,,,,,,,e7838e3a-3874-4ca3-b660-ea74ef2c384d,47,,"[22.3, 52.0]",3895060,0,,,,,0.43725622,,Right Foot,,,,"[48.4, 64.2]",,High Pass,,28.810589,,,Tomáš Čvančara,45567.0,,,,,Recovery,1,Regular Play,Maximilian Wöber,8068.0,Left Center Back,3,Bayer Leverkusen,904,['f2ada232-d480-4ba1-abd7-75e39f0030a3'],45,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:45.689,Pass,
17,,,,,,,,,,,,,,,,,0.964436,,,,,,,,,,,,,,a2f0fa0d-a8be-4dae-886f-c4f1e40c1b23,53,,"[41.7, 17.2]",3895060,0,,,,,0.8297041,,Right Foot,,,,"[51.4, 27.8]",,Ground Pass,,14.368368,,,Granit Xhaka,3500.0,,,,,,1,Regular Play,Edmond Fayçal Tapsoba,30606.0,Left Center Back,3,Bayer Leverkusen,904,['edf8e33e-3227-4baf-8b1e-c9798a4bffb1'],54,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:54.304,Pass,
18,,,,,,,,,,,,,,,,,0.972774,,,,,,,,,,,,,,6260cbb1-d2f6-4026-baaa-31ce8297fc11,56,,"[51.4, 27.8]",3895060,0,,,,,2.4444602,,Left Foot,,,,"[39.1, 38.1]",,Ground Pass,,16.043068,,,Jonathan Tah,8221.0,,,,,,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,3,Bayer Leverkusen,904,['909fb80b-31ba-4530-924f-36e24598500e'],56,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:56.117,Pass,
19,,,,,,,,,,,,,,,,,1.225346,,,,,,,,,,,,,,73b4ab23-4ab4-4983-91d2-d8e21f5270f8,59,,"[49.7, 50.4]",3895060,0,,,,,0.7815959,,Right Foot,,,,"[62.9, 63.5]",,Ground Pass,,18.597042,,,Odilon Kossonou,27133.0,,,,,,1,Regular Play,Jonathan Tah,8221.0,Center Back,3,Bayer Leverkusen,904,['50b41d81-f36f-4161-a4d2-36ba1befc4be'],59,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:59.139,Pass,
20,,,,,,,,,,,,,,,,,3.656853,,,,,,,,,,,,,,215702bd-988d-4c16-b912-098e706dc436,62,,"[71.4, 70.7]",3895060,1,,,,,-0.28097257,,Right Foot,,,,"[110.9, 59.3]",,Ground Pass,,41.112164,Incomplete,,Victor Okoh Boniface,32289.0,,,,,,1,Regular Play,Odilon Kossonou,27133.0,Right Center Back,3,Bayer Leverkusen,904,"['0e01a3a4-1219-481f-a5e6-55796434f5bb', 'd9141f23-47e6-4f96-8d68-afdb07320f56']",2,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:02.170,Pass,
21,,,,,,,,,,,,,,,,,1.064468,,,,,,,,,,,,,,d9141f23-47e6-4f96-8d68-afdb07320f56,64,,"[9.2, 20.8]",3895060,1,,,,,2.0466757,,Right Foot,,,,"[2.5, 33.8]",,Ground Pass,,14.624979,,,Jonas Omlin,29003.0,,,,,Recovery,1,Regular Play,Ko Itakura,29595.0,Center Back,3,Bayer Leverkusen,904,"['215702bd-988d-4c16-b912-098e706dc436', '77baec20-ea17-4e90-9865-9ea44e5b9906']",5,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:05.827,Pass,
22,,,,,,,,,,,,,,,,,1.788689,,,,,,,,,,,,,,22f1fbed-caed-4cd7-a01a-4c33238f8369,67,,"[2.5, 33.8]",3895060,1,,,,,-1.3368425,,Right Foot,,,,"[7.6, 12.4]",,High Pass,,21.99932,Incomplete,,Marvin Friedrich,9174.0,,,,,,1,Regular Play,Jonas Omlin,29003.0,Goalkeeper,3,Bayer Leverkusen,904,"['2ca85bad-b7b5-47d4-931f-36e0b6ca84c8', 'b98a316d-476c-4b9c-8842-e1bedddaa80c']",7,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:07.471,Pass,
23,,,,,,,,,,,,,True,,,,0.598043,,,,,,,,,,,,,,b98a316d-476c-4b9c-8842-e1bedddaa80c,69,,"[112.5, 67.7]",3895060,1,,,,,-1.735945,,Right Foot,,,,"[110.2, 53.9]",,Low Pass,,13.990354,Incomplete,,Florian Wirtz,40724.0,,,,,Interception,1,Regular Play,Jonas Hofmann,8804.0,Right Wing,3,Bayer Leverkusen,904,"['22f1fbed-caed-4cd7-a01a-4c33238f8369', 'ba95ec5e-1bbc-4177-9b95-d5d01d513f38', 'eacb7d73-9ad3-4ec1-80ea-616c89070d06']",9,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:09.260,Pass,
24,,,,,,,,,,,,,,,,,0.603237,,,,,,,,,,,,,,17ae4e97-cbd8-431e-b4f2-0f5e66ead733,72,,"[120.0, 80.0]",3895060,2,,,,,-2.7282622,,Left Foot,,,,"[114.3, 77.5]",,Ground Pass,,6.2241464,,,Jonas Hofmann,8804.0,,,,,Corner,1,From Corner,Alejandro Grimaldo García,10336.0,Left Wing Back,4,Bayer Leverkusen,904,['ee2a9e51-6167-4107-b5d7-222a8364c5b2'],14,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:14.286,Pass,
25,,,,,,,,,,,,,,,,,1.613169,,,,,,,,,,,,,,df1f5572-1cdb-4db5-a7fe-c8a1f4b2dbc4,75,,"[115.6, 74.6]",3895060,2,,,,,-2.6524727,,Right Foot,,,,"[103.2, 68.0]",,Ground Pass,,14.047064,,,Alejandro Grimaldo García,10336.0,,,,,,1,From Corner,Jonas Hofmann,8804.0,Right Wing,4,Bayer Leverkusen,904,['2ee5f551-c20e-44d1-ae04-f3a72bb838fd'],16,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:16.044,Pass,
26,,,,,,,,,,,,,,,,,1.281544,,,,,,,,,,,,,,a62239ed-a51a-421b-8166-92c7a2439ab1,78,,"[103.2, 68.6]",3895060,2,,,,,-1.45488,,Left Foot,True,,,"[106.6, 39.4]",,High Pass,,29.397278,Incomplete,,Jonathan Tah,8221.0,,,,,,1,From Corner,Alejandro Grimaldo García,10336.0,Left Wing Back,4,Bayer Leverkusen,904,"['860f5c36-ef9b-4b21-bc71-35e0157762a2', 'a94f1482-b5d0-45ea-9c8a-a578eb26ade6']",18,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:18.344,Pass,
27,,,,,,,,,,,,,,,,,1.21626,,,,,,,,,,,,,,d0c874f5-c964-4141-8b5a-b4603dc98153,81,,"[95.8, 49.2]",3895060,2,,,,True,-0.2165503,,,,,,"[100.8, 48.1]",,High Pass,,5.1195703,Incomplete,,Victor Okoh Boniface,32289.0,,,,,Recovery,1,From Corner,Jonathan Tah,8221.0,Center Back,4,Bayer Leverkusen,904,"['8716c4f7-df1a-4c73-86c6-7af9557668c9', 'c97920dc-91b1-4ba4-90d4-d2ee1eb8ec4f', 'fc1d2703-50cf-44fc-9a11-e2005c1a4742']",21,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:21.241,Pass,True
28,,,,,,,,,,,,,,,,,2.553119,,,,,,,,,,,,,,8716c4f7-df1a-4c73-86c6-7af9557668c9,84,,"[19.3, 32.0]",3895060,2,,,,,0.06712589,,Right Foot,,,,"[31.2, 32.8]",,High Pass,,11.926861,,,Marvin Friedrich,9174.0,,,,,Recovery,1,Regular Play,Tomáš Čvančara,45567.0,Center Forward,5,Borussia Mönchengladbach,185,"['4e4aad3f-1662-4b68-818c-8a861d35dad3', 'd0c874f5-c964-4141-8b5a-b4603dc98153']",22,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:22.457,Pass,
29,,,,,,,,,,,,,,,,,2.458329,,,,,,,,,,,,,,2af2b993-757d-4545-8b47-d555bd5647ba,86,,"[31.6, 32.7]",3895060,2,,,,,-1.5225247,,Right Foot,,,,"[32.6, 12.0]",,High Pass,,20.72414,,,Nathan Ngoumou Minpole,25039.0,,,,,,1,Regular Play,Marvin Friedrich,9174.0,Right Center Back,5,Borussia Mönchengladbach,185,['3a8e7135-5cd1-47d4-a1a8-caa6066bc446'],25,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:25.010,Pass,
30,,,,,,,,,,,,,,,,,3.5105,,,,,,,,,,,,,,fe614350-e134-46ba-8efb-925f5ac87ae7,89,,"[29.9, 12.1]",3895060,2,,,,,2.8028946,,Right Foot,,,,"[3.5, 21.4]",,Low Pass,,27.990177,,,Jonas Omlin,29003.0,,,,,,1,Regular Play,Nathan Ngoumou Minpole,25039.0,Right Wing,5,Borussia Mönchengladbach,185,['8135d562-0da3-440b-a0e2-268dae7d9672'],28,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:28.449,Pass,
31,,,,,,,,,,,,,,,,,2.164559,,,,,,,,,,,,,,7ce1c8d6-183a-46fb-8712-67062f116c4f,91,,"[3.5, 21.4]",3895060,2,,,,,-0.17182462,,Left Foot,,,,"[49.6, 13.4]",,High Pass,,46.788994,Incomplete,,Alassane Pléa,3230.0,,,,,,1,Regular Play,Jonas Omlin,29003.0,Goalkeeper,5,Borussia Mönchengladbach,185,"['02fdd3d0-6246-4121-a658-c8c64d83c9e7', '1e0d6109-9dfd-400c-a886-d2276b2b2b20']",31,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:31.959,Pass,
32,,,,,,,,,,,,,,,,,1.641713,,,,,,,,,,,,,,1e0d6109-9dfd-400c-a886-d2276b2b2b20,93,,"[70.5, 66.7]",3895060,2,,,,,0.8139618,,Right Foot,,,,"[82.4, 79.3]",,Ground Pass,,17.331186,Out,,Alejandro Grimaldo García,10336.0,,,,,Recovery,1,Regular Play,Odilon Kossonou,27133.0,Right Center Back,5,Borussia Mönchengladbach,185,"['37a43b9f-5690-41fd-b4f7-53215ab15ee1', '7ce1c8d6-183a-46fb-8712-67062f116c4f']",34,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:34.124,Pass,
33,,,,,,,,,,,,,,,,,1.161734,,,,,,,,,,,,,,4e375d5b-ebb2-4d0e-b207-d8f5f48b519d,95,,"[36.7, 0.1]",3895060,2,,,,,0.337735,,,,,,"[53.5, 6.0]",,High Pass,,17.805899,,,Tomáš Čvančara,45567.0,,,,,Throw-in,1,From Throw In,Joseph Scally,36830.0,Left Wing Back,6,Borussia Mönchengladbach,185,['b7679522-0480-4738-bd78-2caaca3efcd4'],49,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:49.096,Pass,
34,,,,,,,,,,,,,,,,,0.145345,,,,,,,,,,,,,,3da63f38-33cc-453a-a47d-f5fddd0db82f,97,,"[51.5, 5.6]",3895060,2,,,,,0.6578886,,Head,,,,"[53.7, 7.3]",,Low Pass,,2.7802877,Incomplete,,Alassane Pléa,3230.0,,,,,,1,From Throw In,Tomáš Čvančara,45567.0,Center Forward,6,Borussia Mönchengladbach,185,"['e162f8fa-b3ce-4052-a096-680bf2c9ed8d', 'fadd2877-2d12-4f52-a99d-15c1947850eb']",50,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:50.279,Pass,
35,,,,,,,,,,,,,,,,,1.315227,,,,,,,,,,,,,,83a981d0-c68a-4645-befd-6421a44de32e,100,,"[69.9, 74.1]",3895060,2,,,,,-2.6779451,,Left Foot,,,,"[64.5, 71.4]",,Low Pass,,6.0373836,,,Odilon Kossonou,27133.0,,,,,Recovery,1,Regular Play,Jeremie Frimpong,32712.0,Right Wing Back,7,Bayer Leverkusen,904,['d913e425-9576-4a3d-9cfa-9644dc4fe9cd'],51,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:51.056,Pass,
36,,,,,,,,,,,,,,,,,1.114266,,,,,,,,,,,,,,d62d62b7-c9b1-40eb-a2bc-3f2316e75eab,103,,"[55.2, 77.3]",3895060,2,,,,,-2.6899564,,Right Foot,,,,"[41.8, 70.8]",,Ground Pass,,14.893287,,,Jonathan Tah,8221.0,,,,,,1,Regular Play,Odilon Kossonou,27133.0,Right Center Back,7,Bayer Leverkusen,904,['6938e47e-7ab0-40be-a612-0fe4c4455675'],53,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:53.952,Pass,
37,,,,,,,,,,,,,,,,,1.135628,,,,,,,,,,,,,,28304a25-17b2-4ae7-9a8e-35e91168ca28,106,,"[39.8, 67.7]",3895060,2,,,,,-1.1625193,,Left Foot,,,,"[47.5, 49.9]",,Ground Pass,,19.394072,,,Granit Xhaka,3500.0,,,,,,1,Regular Play,Jonathan Tah,8221.0,Center Back,7,Bayer Leverkusen,904,['0adba78d-339a-4a8b-8bdc-ceecd0f2f935'],56,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:56.498,Pass,
38,,,,,,,,,,,,,,,,,3.402524,,,,,,,,,,,,,,2fc5de0a-efa3-4bd7-83a5-5b446e54cac9,109,,"[47.3, 49.7]",3895060,2,,,,,-0.060090173,,Left Foot,,,,"[108.8, 46.0]",,High Pass,,61.6112,Incomplete,,Jonas Hofmann,8804.0,,,,,,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,7,Bayer Leverkusen,904,"['de6d4bb5-8abc-4d0d-a036-80274fc3c4f9', 'f66b0a4a-2fea-4f85-86a3-956cc2693f46']",59,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:59.607,Pass,
39,,,,,,,,,,,,,,,,,1.474996,,,,,,,,,,,,,,34a96107-d3d3-4f1e-b3b0-ab8489dfe611,112,,"[14.7, 31.4]",3895060,3,,True,,,1.2267752,,Keeper Arm,,,,"[23.8, 56.8]",,Ground Pass,,26.980919,,,Marvin Friedrich,9174.0,,,,,,1,Regular Play,Jonas Omlin,29003.0,Goalkeeper,8,Borussia Mönchengladbach,185,['0ac53c63-d58c-46ac-a821-b050a0a98d60'],5,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:03:05.095,Pass,
40,,,,,,,,,,,,,,,,,0.985974,,,,,,,,,,,,,,7ee1d890-8ec6-421f-84d2-54a965ff02ed,115,,"[21.1, 66.4]",3895060,3,,,,,1.1103033,,Right Foot,,,,"[27.4, 79.1]",,Ground Pass,,14.176742,,,Franck Honorat,7198.0,,,,,,1,Regular Play,Marvin Friedrich,9174.0,Right Center Back,8,Borussia Mönchengladbach,185,['420d9b6c-74f3-4e4d-87f9-ed8e63ed247a'],8,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:03:08.305,Pass,
41,,,,,,,,,,,,,,,,,0.808107,,,,,,,,,,,,,,0cfd5fbc-4767-4a50-91d8-8def2fd4ebc6,117,,"[27.4, 79.1]",3895060,3,,,,,-1.289317,,Left Foot,,,,"[32.2, 62.5]",,Ground Pass,,17.280046,,,Julian Weigl,8816.0,,,,,,1,Regular Play,Franck Honorat,7198.0,Right Wing Back,8,Borussia Mönchengladbach,185,['e64c2984-9c76-4d33-b46a-1834767226eb'],9,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:03:09.291,Pass,
42,,,,,,,,,,,,,,,,,2.225807,,,,,,,,,,,,,,ddf1d26b-7930-4093-ae79-70840b6fbd1f,119,,"[32.2, 62.5]",3895060,3,,,,,0.63185436,,Left Foot,,,,"[51.6, 76.7]",,Ground Pass,,24.04163,Incomplete,,Franck Honorat,7198.0,,,,,,1,Regular Play,Julian Weigl,8816.0,Right Defensive Midfield,8,Borussia Mönchengladbach,185,"['5e1aee62-2ce5-4739-b678-50fee9c7927b', 'bcd7e29b-31b0-4852-b4d1-9d5e301c7a9f']",10,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:03:10.099,Pass,
43,,,,,,,,,,,,,,,,,0.188392,,,,,,,,,,,,,,fccb18a5-ca11-44d4-88f5-489bb1d9f0d9,125,,"[73.8, 0.3]",3895060,3,,,,,0.957589,,Left Foot,,,,"[75.7, 3.0]",,Ground Pass,,3.3015149,Incomplete,,Florian Wirtz,40724.0,,,,,,1,Regular Play,Edmond Fayçal Tapsoba,30606.0,Left Center Back,9,Bayer Leverkusen,904,"['34375f53-3e60-42ff-911f-c1ac08b123a0', 'bf995fff-e50f-4112-bb7c-3e0f0c6f7d1a', 'd4d9296e-0ddd-499c-b857-b6d7d6b86b59']",14,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:03:14.655,Pass,True
44,,,,,,,,,,,,,,,,,1.949183,,,,,,,,,,,,,,172e96be-11a1-4478-95ec-4f9abf5f4c61,129,,"[62.6, 1.3]",3895060,3,,,,,1.8934187,,Right Foot,,,,"[51.1, 35.7]",,High Pass,,36.27134,,,Odilon Kossonou,27133.0,,,,,Recovery,1,Regular Play,Edmond Fayçal Tapsoba,30606.0,Left Center Back,9,Bayer Leverkusen,904,"['5cd65a29-d258-4f09-bd90-7c6c953a3d99', 'e50641a4-5a4d-4f8f-a211-f51cc720fc0f']",17,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:03:17.276,Pass,True
45,,,,,,,,,,,,,,,,,1.369497,,,,,,,,,,,,,,3fdf134f-f466-42ce-8bf3-2f525310bce2,131,,"[51.1, 35.7]",3895060,3,,,,,-1.357858,,Head,,,,"[53.5, 24.6]",,High Pass,,11.356496,,,Granit Xhaka,3500.0,,,,,,1,Regular Play,Odilon Kossonou,27133.0,Right Center Back,9,Bayer Leverkusen,904,['ccfcc2a4-b123-4e6f-bb1e-4204f93b1b24'],19,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:03:19.380,Pass,
46,,,,,,,,,,,,,,,,,1.620149,,,,,,,,,,,,,,daf13775-c709-498f-a1b5-f6b9e146db6b,134,,"[53.5, 24.6]",3895060,3,,,,,2.9954038,,Left Foot,,,,"[37.2, 27.0]",,Low Pass,,16.47574,,,Jonathan Tah,8221.0,,,,,,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,9,Bayer Leverkusen,904,['fa6fea07-6678-424c-ad05-f279a528bd28'],20,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:03:20.938,Pass,
47,,,,,,,,,,,,,,,,,1.628455,,,,,,,,,,,,,,8414b06d-1085-489c-9e8a-bb5990ee652e,138,,"[36.3, 25.3]",3895060,3,,,,,2.8244293,,Right Foot,,,,"[10.1, 33.9]",,Ground Pass,,27.575352,,,Lukáš Hrádecký,8667.0,,,,,,1,Regular Play,Jonathan Tah,8221.0,Center Back,9,Bayer Leverkusen,904,"['30056cad-6fc9-480e-9270-daebd609d4a8', '38a4ff68-015b-423e-a8f5-6ff82897e961']",23,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:03:23.066,Pass,True
48,,,,,,,,,,,,,,,,,3.672485,,,,,,,,,,,,,,0a87405c-ee48-434a-9258-ff48a830c91b,141,,"[9.6, 34.0]",3895060,3,,,,,0.54189986,,Right Foot,,,,"[49.3, 57.9]",,High Pass,,46.33897,Incomplete,,Exequiel Alejandro Palacios,28268.0,,,,,,1,Regular Play,Lukáš Hrádecký,8667.0,Goalkeeper,9,Bayer Leverkusen,904,"['555457d4-fdf7-4d31-ba9f-163ef1fa44cf', 'f5cb25b6-6bac-4cf2-a23e-bf00aa9fe0a2']",24,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:03:24.929,Pass,
49,,,,,,,,,,,,,,,,,3.394522,,,,,,,,,,,,,,555457d4-fdf7-4d31-ba9f-163ef1fa44cf,143,,"[70.8, 22.2]",3895060,3,,,,,-0.028447608,,Left Foot,,,,"[120.0, 20.8]",,High Pass,,49.219913,Out,,Tomáš Čvančara,45567.0,,,,,Recovery,1,Regular Play,Maximilian Wöber,8068.0,Left Center Back,9,Bayer Leverkusen,904,"['0a87405c-ee48-434a-9258-ff48a830c91b', '71a926aa-c491-4365-8962-c40080f63fc7']",28,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:03:28.602,Pass,
50,,,,,,,,,,,,,,,,,0.97906,,,,,,,,,,,,,,e3f07b41-a570-490e-9b2c-d972a7cb0edc,145,,"[6.0, 44.0]",3895060,3,,True,,,-1.4906763,,Right Foot,,,,"[7.1, 30.3]",,Ground Pass,,13.74409,,,Lukáš Hrádecký,8667.0,,,,,Goal Kick,1,From Goal Kick,Edmond Fayçal Tapsoba,30606.0,Left Center Back,10,Bayer Leverkusen,904,['a6a1302d-c9d3-4955-a001-ef2a1c9dab1d'],52,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:03:52.123,Pass,
